POISSON BOLTZMANN:
Complex Energy Terms
Frame #,BOND,ANGLE,DIHED,UB,IMP,CMAP,VDWAALS,EEL,1-4 VDW,1-4 EEL,EPB,ENPOLAR,EDISPER,G gas,G solv,TOTAL
138,1818.1505,4833.3202,3219.2549,0.0,0.0,0.0,-4792.2651,-19991.5233,2059.1205,22877.5493,-2568.7214,121.1827,0.0,10023.607,-2447.5387,7576.0683
139,1858.4781,4802.4017,3236.3979,0.0,0.0,0.0,-4805.7832,-20009.3456,2106.6079,23005.8552,-2633.1455,121.957,0.0,10194.612000000001,-2511.1885,7683.423500000001
140,1764.6263,4830.1799,3227.8439,0.0,0.0,0.0,-4791.9466,-20010.3838,2110.1838,23024.3136,-2602.46,122.5884,0.0,10154.8171,-2479.8716,7674.9455
141,1814.8385,4859.0864,3250.6773,0.0,0.0,0.0,-4797.1802,-19954.9589,2069.7381,23026.2719,-2709.138,124.5544,0.0,10268.473099999997,-2584.5836,7683.8894999999975
142,1788.0356,4816.2797,3238.2517,0.0,0.0,0.0,-4773.4929,-20036.1939,2120.3685,23020.9343,-2636.1927,123.9667,0.0,10174.183,-2512.226,7661.957000000001
143,1866.0636,4738.6429,3255.7757,0.0,0.0,0.0,-4816.9503,-19964.5275,2084.7847,23060.7888,-2708.7652,126.2478,0.0,10224.577899999998,-2582.5173999999997,7642.060499999999
144,1800.6472,4815.7453,3185.1619,0.0,0.0,0.0,-4807.4742,-20010.2931,2109.619,22977.9431,-2605.4237,122.7409,0.0,10071.349200000002,-2482.6828,7588.666400000003
145,1803.7831,4772.7823,3269.4734,0.0,0.0,0.0,-4738.6159,-20014.2579,2117.565,23006.3574,-2653.6178,123.3665,0.0,10217.087399999999,-2530.2513,7686.836099999999
146,1737.2504,4805.7887,3264.1139,0.0,0.0,0.0,-4742.8344,-20157.0928,2096.0992,23091.5626,-2553.9831,121.17,0.0,10094.887600000004,-2432.8131,7662.074500000004
147,1770.2803,4780.9312,3279.7787,0.0,0.0,0.0,-4821.7281,-19939.1213,2079.5198,23051.1076,-2677.2189,120.8864,0.0,10200.7682,-2556.3325,7644.435700000001
148,1827.7925,4810.6222,3287.5639,0.0,0.0,0.0,-4834.1138,-20008.877,2084.1287,23114.121,-2643.2193,120.5239,0.0,10281.2375,-2522.6954,7758.542099999999
149,1799.674,4752.2367,3269.5224,0.0,0.0,0.0,-4797.0848,-20010.5794,2133.5707,23133.3637,-2652.4808,120.6168,0.0,10280.703300000005,-2531.864,7748.839300000005
150,1867.4578,4870.2851,3236.1365,0.0,0.0,0.0,-4876.6993,-19879.4221,2073.9175,22945.8618,-2678.679,122.0701,0.0,10237.537299999998,-2556.6089,7680.928399999998
151,1781.7224,4881.6988,3240.3116,0.0,0.0,0.0,-4837.1921,-19931.649,2081.4582,22926.4156,-2661.8911,122.2403,0.0,10142.765500000001,-2539.6508,7603.114700000002
152,1822.4728,4843.904,3273.8063,0.0,0.0,0.0,-4802.5293,-20013.8275,2124.1979,23084.4801,-2650.3865,121.0208,0.0,10332.5043,-2529.3657000000003,7803.1386
153,1801.9302,4745.8427,3276.1405,0.0,0.0,0.0,-4811.3545,-20006.7546,2087.5364,23082.3493,-2656.1832,122.6182,0.0,10175.690000000002,-2533.565,7642.125000000003
154,1803.2672,4816.4148,3292.5195,0.0,0.0,0.0,-4775.4484,-20045.8968,2070.7552,23015.1324,-2624.0644,122.2136,0.0,10176.743899999998,-2501.8508,7674.8930999999975
155,1792.8517,4761.9048,3221.0338,0.0,0.0,0.0,-4806.3494,-19951.7798,2100.801,22961.6257,-2610.9984,120.9425,0.0,10080.087800000001,-2490.0559,7590.031900000001
156,1779.2393,4917.9873,3278.223,0.0,0.0,0.0,-4809.9551,-19969.6352,2098.3518,22851.4102,-2618.7854,121.2985,0.0,10145.621299999999,-2497.4869000000003,7648.134399999998
157,1829.4845,4789.3986,3283.3963,0.0,0.0,0.0,-4836.4475,-19905.1821,2088.7135,22862.7807,-2665.7679,120.0707,0.0,10112.143999999998,-2545.6971999999996,7566.446799999999
158,1835.7654,4763.5698,3247.004,0.0,0.0,0.0,-4830.0804,-20070.9201,2072.544,22946.5129,-2529.5714,120.4677,0.0,9964.395600000002,-2409.1036999999997,7555.291900000002
159,1814.8859,4812.6145,3269.3033,0.0,0.0,0.0,-4812.1586,-20045.9405,2084.1252,23060.6872,-2587.5769,120.3859,0.0,10183.517000000002,-2467.191,7716.326000000002
160,1849.998,4849.6249,3241.6059,0.0,0.0,0.0,-4796.7673,-19975.5838,2080.6817,22893.0055,-2618.1368,121.9323,0.0,10142.564900000001,-2496.2045000000003,7646.360400000001
161,1801.3268,4797.8025,3280.0591,0.0,0.0,0.0,-4801.8606,-19958.349,2105.7236,22958.3186,-2658.2528,123.7239,0.0,10183.020999999999,-2534.5289000000002,7648.492099999999
162,1849.9376,4871.4457,3252.6338,0.0,0.0,0.0,-4820.4915,-20052.9329,2089.7667,22914.4598,-2540.4808,122.5729,0.0,10104.819200000002,-2417.9078999999997,7686.9113000000025
163,1803.9041,4788.8896,3217.5609,0.0,0.0,0.0,-4761.1657,-20047.3895,2127.0555,22962.3308,-2600.2812,123.3292,0.0,10091.1857,-2476.9519999999998,7614.233700000001
164,1797.8174,4858.4295,3249.2948,0.0,0.0,0.0,-4827.2482,-20090.9507,2107.0291,23057.7744,-2577.0026,120.5829,0.0,10152.146299999997,-2456.4197,7695.726599999997
165,1801.7121,4773.0458,3242.9808,0.0,0.0,0.0,-4821.4596,-19930.1788,2097.584,22956.1044,-2650.1444,121.5542,0.0,10119.788699999997,-2528.5902,7591.198499999997
166,1848.1081,4782.8517,3309.4979,0.0,0.0,0.0,-4792.065,-19910.3858,2083.4,22916.3946,-2695.4739,121.5467,0.0,10237.8015,-2573.9272,7663.8742999999995
167,1782.0179,4801.081,3232.4311,0.0,0.0,0.0,-4803.9963,-19895.8848,2097.8124,22963.3558,-2690.5598,121.6598,0.0,10176.8171,-2568.9,7607.917100000001
168,1813.5034,4850.3608,3221.8724,0.0,0.0,0.0,-4821.0742,-19914.7229,2074.6939,22934.6,-2648.9606,120.5432,0.0,10159.2334,-2528.4174,7630.815999999999
169,1789.5458,4805.8678,3290.6028,0.0,0.0,0.0,-4878.8207,-19911.9395,2134.172,22933.287,-2638.0649,118.6832,0.0,10162.7152,-2519.3817,7643.333500000002
170,1825.6045,4755.7248,3274.5883,0.0,0.0,0.0,-4816.7109,-19926.6176,2108.1334,22948.4096,-2666.9197,120.8033,0.0,10169.132099999997,-2546.1164,7623.015699999996
171,1783.6429,4788.5855,3219.6379,0.0,0.0,0.0,-4824.4908,-19902.8101,2084.8772,22861.6221,-2653.223,117.9691,0.0,10011.064700000003,-2535.2539,7475.810800000003
172,1737.7161,4758.7947,3249.6421,0.0,0.0,0.0,-4785.2831,-19942.8225,2091.6729,22930.8076,-2653.6727,120.5118,0.0,10040.527800000002,-2533.1609,7507.366900000002
173,1771.2502,4830.9839,3262.5438,0.0,0.0,0.0,-4844.8407,-19885.6153,2102.3108,22901.6046,-2675.474,119.0621,0.0,10138.237299999997,-2556.4119,7581.825399999997
174,1799.0707,4799.1519,3198.3391,0.0,0.0,0.0,-4788.1023,-19917.7364,2125.2689,22958.4824,-2672.9415,119.6196,0.0,10174.474299999998,-2553.3219,7621.152399999998
175,1827.6037,4707.1842,3240.443,0.0,0.0,0.0,-4802.2896,-19998.9523,2098.0713,22956.0254,-2606.9672,120.0581,0.0,10028.085699999996,-2486.9091,7541.176599999996
176,1835.9631,4853.6692,3255.8247,0.0,0.0,0.0,-4798.455,-19918.5005,2094.3821,22907.5145,-2663.8069,121.0741,0.0,10230.398100000002,-2542.7328,7687.665300000002
177,1820.3543,4822.3724,3254.8883,0.0,0.0,0.0,-4841.424,-19978.5032,2084.6682,23060.3707,-2631.4796,121.623,0.0,10222.7267,-2509.8566,7712.870099999998
178,1809.3727,4729.875,3249.6066,0.0,0.0,0.0,-4749.8084,-19883.8306,2132.3474,23022.6741,-2746.4195,121.7244,0.0,10310.236799999999,-2624.6951,7685.541699999999
179,1818.0254,4768.6598,3232.8026,0.0,0.0,0.0,-4812.5158,-19861.9466,2110.1326,23017.6985,-2732.1732,121.4957,0.0,10272.856499999998,-2610.6775000000002,7662.178999999998
180,1824.163,4828.3176,3254.3366,0.0,0.0,0.0,-4849.305,-19932.8693,2076.8127,23006.7937,-2655.2137,121.2996,0.0,10208.249300000001,-2533.9141,7674.335200000001
181,1807.3813,4815.3337,3205.4847,0.0,0.0,0.0,-4802.7111,-19988.6523,2070.7068,22935.6351,-2622.3419,121.2255,0.0,10043.178199999998,-2501.1164,7542.061799999999
182,1795.1215,4793.0371,3294.7769,0.0,0.0,0.0,-4815.6114,-20004.5063,2099.3288,23017.6861,-2614.9537,121.135,0.0,10179.832699999997,-2493.8187,7686.013999999997
183,1818.2714,4746.9007,3248.6539,0.0,0.0,0.0,-4760.4683,-19960.069,2109.4012,22951.3467,-2632.4659,121.0072,0.0,10154.036599999998,-2511.4587,7642.5778999999975
184,1757.0252,4711.4941,3244.3452,0.0,0.0,0.0,-4772.3595,-19942.8134,2106.2745,22949.5452,-2663.093,122.4035,0.0,10053.511300000002,-2540.6895,7512.821800000002
185,1810.3691,4801.8608,3270.9099,0.0,0.0,0.0,-4781.0773,-19901.4373,2108.411,22866.8018,-2649.8325,121.777,0.0,10175.838,-2528.0555,7647.782499999999
186,1757.3463,4805.1774,3260.5216,0.0,0.0,0.0,-4782.8009,-20061.6166,2105.3411,22962.5284,-2535.987,120.6559,0.0,10046.497299999997,-2415.3311,7631.166199999997
187,1861.3263,4790.1686,3225.2111,0.0,0.0,0.0,-4765.8189,-19864.0086,2089.2036,22895.1005,-2652.1793,121.4274,0.0,10231.1826,-2530.7518999999998,7700.4307
188,1786.6403,4916.8243,3202.2092,0.0,0.0,0.0,-4767.4793,-19897.767,2085.3072,22933.2607,-2703.7828,121.5558,0.0,10258.9954,-2582.227,7676.7684
189,1773.1074,4695.2527,3211.5167,0.0,0.0,0.0,-4807.3908,-19781.3391,2107.0621,22908.24,-2755.1751,122.9572,0.0,10106.449,-2632.2179,7474.2311
190,1830.433,4719.4769,3301.7869,0.0,0.0,0.0,-4831.0106,-19733.6729,2101.8256,22887.9791,-2800.3279,121.5766,0.0,10276.818,-2678.7513000000004,7598.066699999999
191,1812.705,4821.8611,3282.5073,0.0,0.0,0.0,-4832.6184,-19749.9722,2108.5453,22817.708,-2738.9095,120.3104,0.0,10260.7361,-2618.5991000000004,7642.137000000001
192,1843.6347,4659.6587,3235.9651,0.0,0.0,0.0,-4793.3167,-19875.7677,2138.0931,22916.0256,-2701.9228,120.725,0.0,10124.292800000001,-2581.1978,7543.095000000001
193,1758.169,4834.8276,3224.5076,0.0,0.0,0.0,-4776.3341,-19842.2175,2081.5758,22783.6135,-2686.5242,121.4715,0.0,10064.1419,-2565.0526999999997,7499.0892
194,1857.2785,4787.6752,3201.6777,0.0,0.0,0.0,-4796.6886,-19949.2416,2108.6577,22882.7818,-2618.9457,119.4308,0.0,10092.1407,-2499.5149,7592.6258
195,1791.4026,4750.009,3210.5164,0.0,0.0,0.0,-4817.9941,-19912.3425,2108.7163,22839.6563,-2647.7268,119.953,0.0,9969.964,-2527.7738,7442.1902
196,1793.6273,4729.4909,3225.4835,0.0,0.0,0.0,-4830.0184,-19753.2369,2085.88,22810.7508,-2739.1453,121.3811,0.0,10061.977200000001,-2617.7642,7444.213000000001
197,1819.5921,4807.206,3258.4993,0.0,0.0,0.0,-4835.1978,-19923.2998,2120.2483,22958.3662,-2651.3689,122.7101,0.0,10205.4143,-2528.6588,7676.755500000001
198,1839.2967,4742.5383,3214.4395,0.0,0.0,0.0,-4743.6415,-19908.653,2106.8853,22801.6499,-2635.6758,122.67,0.0,10052.515200000002,-2513.0058,7539.509400000002
199,1867.1593,4725.6023,3207.6522,0.0,0.0,0.0,-4803.5441,-19803.0261,2090.3503,22835.8326,-2732.35,122.7053,0.0,10120.026500000002,-2609.6447,7510.381800000001
200,1801.0092,4914.016,3303.0834,0.0,0.0,0.0,-4773.9468,-19916.3135,2123.725,22787.5468,-2636.73,121.7432,0.0,10239.1201,-2514.9868,7724.1333
201,1810.0773,4740.2823,3208.7053,0.0,0.0,0.0,-4825.0412,-19918.8528,2078.5849,22899.0467,-2636.2985,120.577,0.0,9992.802499999998,-2515.7214999999997,7477.080999999998
202,1875.388,4871.5691,3256.0472,0.0,0.0,0.0,-4809.2872,-19890.3578,2097.2246,22896.5089,-2670.0321,121.8699,0.0,10297.0928,-2548.1621999999998,7748.9306
203,1799.9822,4805.6881,3238.9522,0.0,0.0,0.0,-4785.2438,-19994.6828,2108.9564,23021.2893,-2663.3164,121.9479,0.0,10194.941600000002,-2541.3685,7653.573100000002
204,1779.3966,4843.1401,3239.7119,0.0,0.0,0.0,-4798.585,-19861.0191,2074.3744,22883.2851,-2691.8115,120.9954,0.0,10160.304,-2570.8161,7589.4879
205,1878.1137,4695.686,3274.0888,0.0,0.0,0.0,-4819.116,-19942.2813,2098.4649,22894.9157,-2627.4407,119.3684,0.0,10079.8718,-2508.0723000000003,7571.799500000001
206,1794.0719,4798.7726,3219.248,0.0,0.0,0.0,-4801.5475,-19894.5902,2117.8553,22886.0196,-2687.5684,122.667,0.0,10119.829700000002,-2564.9014,7554.928300000002
207,1790.926,4800.9152,3259.5288,0.0,0.0,0.0,-4815.0318,-19874.1096,2113.8589,22981.1466,-2714.7877,122.7538,0.0,10257.234100000001,-2592.0339,7665.200200000002
208,1795.458,4863.562,3268.9904,0.0,0.0,0.0,-4735.8999,-19909.9699,2108.8094,22942.0141,-2694.2098,125.101,0.0,10332.964100000001,-2569.1088,7763.8553
209,1800.0561,4915.0324,3279.0108,0.0,0.0,0.0,-4735.7273,-20027.1533,2086.1895,22977.726,-2636.9304,121.5825,0.0,10295.134199999997,-2515.3479,7779.786299999997
210,1816.7291,4817.127,3265.2367,0.0,0.0,0.0,-4813.0112,-19936.1162,2071.6631,22827.5392,-2637.1432,120.8576,0.0,10049.1677,-2516.2856,7532.8821
211,1761.158,4771.4622,3273.9512,0.0,0.0,0.0,-4820.85,-19954.9243,2117.4703,23052.2393,-2685.5641,120.8115,0.0,10200.506700000002,-2564.7526000000003,7635.754100000002
212,1758.0135,4822.6768,3242.0223,0.0,0.0,0.0,-4767.8946,-19867.8325,2109.6518,22848.8192,-2687.1917,122.1932,0.0,10145.456500000002,-2564.9984999999997,7580.458000000002
213,1783.2103,4892.4268,3232.1457,0.0,0.0,0.0,-4824.9937,-19940.8422,2101.6904,22916.1492,-2641.1005,118.8055,0.0,10159.786500000002,-2522.295,7637.491500000002
214,1863.2379,4852.6251,3204.5248,0.0,0.0,0.0,-4808.0992,-19890.7863,2044.1553,22901.2442,-2665.2024,120.355,0.0,10166.901800000001,-2544.8474,7622.054400000001
215,1751.6803,4775.6578,3241.7507,0.0,0.0,0.0,-4827.3523,-19847.281,2103.1366,23006.1646,-2733.1244,120.6651,0.0,10203.7567,-2612.4593,7591.2973999999995
216,1786.853,4707.3964,3279.1977,0.0,0.0,0.0,-4782.7606,-19970.6536,2118.5571,22948.2221,-2630.5257,119.794,0.0,10086.812099999997,-2510.7317000000003,7576.080399999997
217,1759.4825,4749.8893,3262.3295,0.0,0.0,0.0,-4842.4488,-20042.4042,2108.5844,23098.9607,-2596.6363,119.1264,0.0,10094.393399999999,-2477.5099,7616.883499999999
218,1836.4582,4727.6688,3249.7641,0.0,0.0,0.0,-4787.5755,-20038.6403,2090.7961,23077.1464,-2620.3285,121.1798,0.0,10155.617800000004,-2499.1487,7656.469100000004
219,1867.3549,4763.5246,3270.1233,0.0,0.0,0.0,-4864.8809,-20021.2665,2104.2526,22946.2311,-2541.7938,117.5781,0.0,10065.3391,-2424.2156999999997,7641.1233999999995
220,1821.2869,4791.5072,3258.7571,0.0,0.0,0.0,-4787.6908,-20167.3115,2101.0451,22961.77,-2478.9448,119.2129,0.0,9979.364,-2359.7319,7619.6321
221,1784.2998,4807.1852,3206.3534,0.0,0.0,0.0,-4793.7036,-20037.4587,2110.0464,22962.4097,-2570.8746,120.6186,0.0,10039.1322,-2450.2560000000003,7588.8762
222,1780.6122,4795.3271,3246.794,0.0,0.0,0.0,-4800.7896,-20068.9127,2110.7621,22991.0221,-2550.9339,120.3242,0.0,10054.815199999997,-2430.6097,7624.205499999997
223,1806.7467,4788.1639,3234.5291,0.0,0.0,0.0,-4775.103,-20087.9755,2084.2026,23016.8143,-2534.217,120.6919,0.0,10067.378099999998,-2413.5251000000003,7653.852999999997
224,1821.4382,4877.8628,3228.8768,0.0,0.0,0.0,-4834.3253,-20058.129,2080.1885,23000.7643,-2569.4715,121.1373,0.0,10116.676299999997,-2448.3342000000002,7668.342099999998
225,1831.5363,4777.0196,3240.482,0.0,0.0,0.0,-4807.246,-20092.6656,2105.9055,22971.5637,-2504.5261,119.9923,0.0,10026.5955,-2384.5338,7642.061699999999
226,1782.9092,4750.9491,3215.3313,0.0,0.0,0.0,-4808.7206,-20022.5913,2060.0854,22942.9687,-2578.5455,122.0304,0.0,9920.931800000002,-2456.5151,7464.416700000002
227,1869.2967,4848.3772,3236.207,0.0,0.0,0.0,-4798.0755,-19955.9405,2083.7826,22917.0629,-2630.6118,121.0466,0.0,10200.710400000002,-2509.5652,7691.145200000001
228,1820.9646,4817.9485,3267.1445,0.0,0.0,0.0,-4733.8237,-20038.8544,2097.2227,22928.0005,-2587.792,119.9183,0.0,10158.602699999998,-2467.8737,7690.728999999998
229,1776.6576,4719.8812,3236.7382,0.0,0.0,0.0,-4787.868,-19990.4224,2102.4426,22993.9025,-2643.678,119.9009,0.0,10051.3317,-2523.7771,7527.5546
230,1811.7947,4759.4802,3194.7225,0.0,0.0,0.0,-4810.9429,-19906.2895,2100.1532,22908.6886,-2635.1534,118.8043,0.0,10057.606800000003,-2516.3491000000004,7541.257700000003
231,1808.8033,4843.5362,3245.9179,0.0,0.0,0.0,-4792.9787,-19944.979,2060.1283,22921.7614,-2639.255,119.8394,0.0,10142.189400000001,-2519.4156000000003,7622.773800000001
232,1779.4733,4827.1216,3263.4335,0.0,0.0,0.0,-4851.2206,-19988.5848,2072.298,22983.2296,-2610.9289,118.3598,0.0,10085.750599999996,-2492.5690999999997,7593.181499999996
233,1813.8403,4706.561,3243.924,0.0,0.0,0.0,-4816.9055,-20005.6493,2085.7884,23020.3711,-2595.4067,120.6049,0.0,10047.929999999998,-2474.8018,7573.128199999999
234,1791.9271,4732.2775,3247.6973,0.0,0.0,0.0,-4770.6701,-19920.3772,2104.7991,22864.3646,-2650.6486,120.903,0.0,10050.018300000003,-2529.7456,7520.272700000003
235,1905.7421,4737.0989,3239.0564,0.0,0.0,0.0,-4838.2589,-19858.009,2081.8352,22865.0809,-2678.8733,118.7541,0.0,10132.545600000003,-2560.1192,7572.426400000003
236,1787.7811,4807.3989,3225.7431,0.0,0.0,0.0,-4858.9948,-19813.318,2075.3028,22901.3043,-2703.069,120.5198,0.0,10125.2174,-2582.5492,7542.6682
237,1757.4088,4641.7143,3260.8419,0.0,0.0,0.0,-4859.7034,-19833.3912,2091.646,22863.5532,-2711.5313,120.2617,0.0,9922.0696,-2591.2696,7330.8
238,1762.5229,4791.6095,3245.1637,0.0,0.0,0.0,-4797.7952,-19976.1519,2090.7243,22906.3966,-2592.8974,118.6093,0.0,10022.469899999998,-2474.2880999999998,7548.1817999999985
239,1758.2928,4805.9881,3158.4462,0.0,0.0,0.0,-4795.2401,-19850.0885,2096.7953,22905.6558,-2664.9868,120.129,0.0,10079.8496,-2544.8578,7534.991799999999
240,1753.7781,4798.4701,3250.1776,0.0,0.0,0.0,-4804.8493,-19924.7433,2076.8493,22935.0922,-2622.7722,120.401,0.0,10084.774700000002,-2502.3712,7582.403500000002
241,1820.9288,4712.4779,3236.3563,0.0,0.0,0.0,-4843.8806,-19929.5501,2081.2484,22891.47,-2616.843,118.3659,0.0,9969.0507,-2498.4771,7470.5736
242,1839.8981,4855.9946,3245.8566,0.0,0.0,0.0,-4783.0181,-19961.1294,2051.1267,22902.1507,-2611.3057,119.6226,0.0,10150.879199999996,-2491.6830999999997,7659.196099999996
243,1783.3614,4746.2684,3254.906,0.0,0.0,0.0,-4834.9313,-19961.3191,2095.3921,22872.206,-2590.3481,118.0504,0.0,9955.883499999996,-2472.2977,7483.585799999996
244,1793.5924,4821.4205,3261.2184,0.0,0.0,0.0,-4796.0758,-20022.447,2100.8821,22927.7864,-2530.5827,118.4118,0.0,10086.377,-2412.1709,7674.2061
245,1738.5406,4805.044,3181.9516,0.0,0.0,0.0,-4804.1925,-19878.6147,2093.5905,22839.7154,-2632.3858,119.6524,0.0,9976.034900000004,-2512.7334,7463.301500000004
246,1831.275,4874.3905,3222.4658,0.0,0.0,0.0,-4791.3208,-20007.8895,2085.9904,22928.5353,-2565.7261,118.9297,0.0,10143.446699999999,-2446.7963999999997,7696.650299999998
247,1806.6675,4820.1525,3299.7959,0.0,0.0,0.0,-4815.6202,-19957.9625,2110.3711,22870.0638,-2582.4258,119.0074,0.0,10133.468099999998,-2463.4184,7670.049699999999
248,1775.775,4758.6345,3235.7702,0.0,0.0,0.0,-4868.3568,-19925.8278,2112.848,22921.6944,-2611.7416,119.6377,0.0,10010.537500000002,-2492.1039,7518.433600000003
249,1877.5968,4763.7001,3230.1149,0.0,0.0,0.0,-4827.7083,-19893.43,2084.3926,22882.0358,-2628.3618,119.1599,0.0,10116.7019,-2509.2019,7607.499999999999

Receptor Energy Terms
Frame #,BOND,ANGLE,DIHED,UB,IMP,CMAP,VDWAALS,EEL,1-4 VDW,1-4 EEL,EPB,ENPOLAR,EDISPER,G gas,G solv,TOTAL
0,1775.5537,4777.3125,3234.4444,0.0,0.0,0.0,-4737.7359,-19808.0288,2074.0523,22951.2666,-2730.326,122.8262,0.0,10266.8648,-2607.4998,7659.365
1,1834.4168,4775.3179,3227.5652,0.0,0.0,0.0,-4741.3756,-19860.4175,2085.117,22922.9433,-2691.1188,121.8658,0.0,10243.567099999998,-2569.253,7674.314099999998
2,1824.0545,4875.6345,3237.5738,0.0,0.0,0.0,-4793.1321,-19725.2181,2129.2703,22962.3902,-2808.0828,123.8399,0.0,10510.573100000005,-2684.2429,7826.330200000005
3,1810.2462,4850.555,3204.9711,0.0,0.0,0.0,-4745.9485,-19785.1869,2077.1368,22808.3606,-2728.538,123.5819,0.0,10220.1343,-2604.9561,7615.178199999999
4,1734.3716,4725.7405,3281.8555,0.0,0.0,0.0,-4798.5881,-19905.3998,2088.028,23010.4685,-2655.4628,123.0153,0.0,10136.4762,-2532.4474999999998,7604.0287
5,1795.2803,4719.0877,3182.6316,0.0,0.0,0.0,-4760.8207,-19880.5374,2095.0723,23002.2876,-2693.8728,123.2431,0.0,10153.0014,-2570.6297,7582.371699999999
6,1865.0523,4835.8724,3219.1818,0.0,0.0,0.0,-4750.1279,-19816.3014,2050.2867,22888.9036,-2700.4386,121.1368,0.0,10292.8675,-2579.3018,7713.565700000001
7,1796.0738,4828.9463,3220.0558,0.0,0.0,0.0,-4775.021,-19861.6878,2051.3973,22970.0452,-2714.3794,124.427,0.0,10229.8096,-2589.9523999999997,7639.8572
8,1821.5476,4728.2878,3258.5128,0.0,0.0,0.0,-4802.0887,-19857.3717,2094.7808,23019.456,-2712.3217,122.3658,0.0,10263.1246,-2589.9559,7673.168699999998
9,1842.7017,4794.0544,3200.3692,0.0,0.0,0.0,-4749.7855,-19825.8578,2052.9942,22895.2773,-2706.3111,124.938,0.0,10209.753499999999,-2581.3731,7628.380399999999
10,1763.4184,4754.8597,3182.5922,0.0,0.0,0.0,-4756.1039,-19757.2327,2096.8288,22968.1129,-2788.1956,123.9876,0.0,10252.475399999998,-2664.208,7588.267399999998
11,1750.2784,4884.952,3200.9718,0.0,0.0,0.0,-4735.506,-19726.6966,2077.0877,22950.5983,-2804.8483,124.3209,0.0,10401.6856,-2680.5274,7721.158200000001
12,1776.8945,4816.2208,3246.1266,0.0,0.0,0.0,-4751.4996,-19805.8079,2076.2662,22826.9309,-2721.5967,125.2025,0.0,10185.131500000001,-2596.3942,7588.737300000002
13,1848.9426,4794.6624,3225.7552,0.0,0.0,0.0,-4774.0687,-19816.1112,2113.1318,22952.7161,-2749.4557,124.8969,0.0,10345.028200000004,-2624.5588,7720.469400000004
14,1861.7158,4736.2027,3235.6172,0.0,0.0,0.0,-4830.8237,-19858.9883,2083.0722,22867.3151,-2638.2377,123.3349,0.0,10094.110999999999,-2514.9028000000003,7579.208199999999
15,1891.2789,4785.702,3193.2671,0.0,0.0,0.0,-4807.8306,-19932.5047,2055.5919,23018.9494,-2643.8917,121.6237,0.0,10204.453999999998,-2522.268,7682.185999999998
16,1838.7251,4713.783,3266.3489,0.0,0.0,0.0,-4749.7729,-19902.1117,2097.3034,22958.7958,-2662.267,121.2013,0.0,10223.0716,-2541.0656999999997,7682.005899999999
17,1831.0701,4863.7453,3231.5517,0.0,0.0,0.0,-4781.4117,-19846.3083,2090.4834,22884.2535,-2643.6505,123.4301,0.0,10273.383999999998,-2520.2204,7753.163599999998
18,1774.4272,4782.1995,3282.8141,0.0,0.0,0.0,-4815.6074,-19893.6647,2084.322,22961.5574,-2683.8069,122.8235,0.0,10176.0481,-2560.9834,7615.064700000001
19,1794.9594,4692.2477,3252.652,0.0,0.0,0.0,-4797.4878,-19908.6699,2098.0452,22919.1744,-2625.0987,122.7895,0.0,10050.920999999998,-2502.3092,7548.611799999998
20,1744.247,4786.4779,3299.311,0.0,0.0,0.0,-4792.9874,-19913.9788,2092.4463,22963.5497,-2646.242,124.1568,0.0,10179.0657,-2522.0852,7656.980499999999
21,1757.3296,4672.541,3263.4191,0.0,0.0,0.0,-4781.7399,-19871.5201,2125.921,23024.2217,-2712.3387,122.3107,0.0,10190.172399999998,-2590.028,7600.144399999997
22,1790.3451,4837.687,3184.7544,0.0,0.0,0.0,-4738.0724,-19889.2023,2062.7213,22875.1055,-2656.2221,123.1585,0.0,10123.338600000003,-2533.0636,7590.275000000003
23,1799.6839,4824.6072,3242.9146,0.0,0.0,0.0,-4774.9607,-19894.4686,2118.5384,22976.6099,-2668.4062,124.0199,0.0,10292.9247,-2544.3863,7748.5384
24,1834.3776,4753.1999,3285.8153,0.0,0.0,0.0,-4703.0961,-19968.91,2082.6922,22963.1286,-2656.3642,124.3348,0.0,10247.207499999999,-2532.0294,7715.178099999998
25,1780.678,4836.1343,3259.2917,0.0,0.0,0.0,-4753.5155,-19856.1468,2100.2861,22933.0654,-2706.7224,122.5622,0.0,10299.793199999998,-2584.1602000000003,7715.632999999998
26,1825.0299,4786.0161,3253.0002,0.0,0.0,0.0,-4784.0614,-19858.8155,2078.0202,22912.5817,-2695.5994,124.2512,0.0,10211.7712,-2571.3482,7640.422999999999
27,1849.6184,4804.0424,3236.548,0.0,0.0,0.0,-4721.5328,-19895.5155,2063.4716,22869.0591,-2699.1016,123.7521,0.0,10205.691199999997,-2575.3495,7630.341699999997
28,1792.5339,4708.3775,3225.862,0.0,0.0,0.0,-4750.3712,-19896.8534,2123.7725,22954.544,-2672.0207,123.7944,0.0,10157.865300000001,-2548.2263000000003,7609.639000000001
29,1796.0287,4875.307,3265.1788,0.0,0.0,0.0,-4770.2929,-19904.8113,2111.0866,22981.1483,-2708.4139,124.0298,0.0,10353.645199999999,-2584.3841,7769.2611
30,1793.7765,4798.3208,3215.2401,0.0,0.0,0.0,-4786.174,-19898.1879,2066.3878,23078.9773,-2703.6832,121.9453,0.0,10268.3406,-2581.7379,7686.6027
31,1768.546,4849.4875,3226.1021,0.0,0.0,0.0,-4756.1632,-19908.5687,2093.2192,23113.8999,-2738.5266,123.2289,0.0,10386.522800000002,-2615.2977,7771.225100000002
