POISSON BOLTZMANN:
Complex Energy Terms
Frame #,BOND,ANGLE,DIHED,UB,IMP,CMAP,VDWAALS,EEL,1-4 VDW,1-4 EEL,EPB,ENPOLAR,EDISPER,G gas,G solv,TOTAL
32,1792.1117,4833.1035,3213.1278,0.0,0.0,0.0,-4757.1478,-19861.7835,2081.2727,23048.9056,-2740.3197,122.1774,0.0,10349.589999999998,-2618.1423,7731.447699999998
33,1823.8473,4697.5958,3224.2212,0.0,0.0,0.0,-4773.2246,-19967.6149,2108.0827,23007.3934,-2658.8065,121.2225,0.0,10120.300900000002,-2537.5840000000003,7582.716900000001
34,1770.8205,4877.2492,3258.3543,0.0,0.0,0.0,-4802.5681,-19912.9552,2077.5847,23021.1389,-2714.3566,123.0124,0.0,10289.6243,-2591.3442,7698.280099999999
35,1838.6576,4745.3019,3296.5742,0.0,0.0,0.0,-4765.8497,-19906.011,2119.344,23080.251,-2744.6763,125.7099,0.0,10408.268000000004,-2618.9664000000002,7789.301600000003
36,1811.0582,4796.8846,3265.264,0.0,0.0,0.0,-4794.7845,-19834.4071,2085.4008,22979.6159,-2758.071,123.7872,0.0,10309.0319,-2634.2837999999997,7674.7481
37,1728.6014,4834.5719,3237.762,0.0,0.0,0.0,-4751.2283,-19937.3252,2093.9402,23035.6015,-2722.9261,125.3669,0.0,10241.923500000004,-2597.5592,7644.364300000004
38,1790.6576,4846.6985,3255.8881,0.0,0.0,0.0,-4814.7402,-19949.635,2081.539,22944.0826,-2624.0989,121.3493,0.0,10154.490600000005,-2502.7496,7651.7410000000045
39,1799.054,4731.3543,3227.0058,0.0,0.0,0.0,-4754.5308,-20003.7122,2096.0042,23089.3607,-2668.5786,122.3726,0.0,10184.535999999998,-2546.2059999999997,7638.329999999998
40,1813.3222,4911.6187,3176.38,0.0,0.0,0.0,-4758.2776,-19840.5261,2065.6897,22919.7467,-2718.538,124.8118,0.0,10287.953599999997,-2593.7262,7694.227399999997
41,1819.3342,4824.0165,3230.17,0.0,0.0,0.0,-4761.7077,-20007.5004,2105.5189,23107.0513,-2660.2659,121.8815,0.0,10316.8828,-2538.3844,7778.4983999999995
42,1827.7481,4864.2782,3208.1766,0.0,0.0,0.0,-4782.642,-19728.6932,2054.3021,22830.8286,-2775.9917,125.1424,0.0,10273.9984,-2650.8493,7623.1491
43,1817.8011,4799.9763,3258.1065,0.0,0.0,0.0,-4698.8688,-19885.1699,2099.4918,22933.9553,-2694.1697,122.8347,0.0,10325.292300000001,-2571.335,7753.957300000001
44,1780.752,4823.8913,3214.7913,0.0,0.0,0.0,-4741.6337,-19854.2259,2044.0146,22990.3535,-2747.5926,124.7068,0.0,10257.9431,-2622.8858,7635.0573
45,1840.3301,4761.4673,3244.6157,0.0,0.0,0.0,-4756.0726,-19891.7836,2075.048,22986.3716,-2692.8696,125.261,0.0,10259.976499999997,-2567.6086,7692.3678999999975
46,1838.3752,4668.7306,3246.4478,0.0,0.0,0.0,-4744.7311,-19931.844,2105.5486,23036.3371,-2680.1583,122.8615,0.0,10218.864199999998,-2557.2968,7661.567399999998
47,1841.0712,4650.4542,3240.271,0.0,0.0,0.0,-4764.0289,-19841.568,2095.0944,22994.4792,-2721.0588,123.3515,0.0,10215.773100000004,-2597.7072999999996,7618.065800000004
48,1797.8347,4642.1188,3205.8047,0.0,0.0,0.0,-4761.9844,-19952.4412,2087.6605,23031.6521,-2670.9638,125.2221,0.0,10050.645199999997,-2545.7417,7504.903499999998
49,1790.4095,4761.8881,3225.7653,0.0,0.0,0.0,-4738.5632,-19808.7537,2090.3606,22952.7708,-2716.137,125.3654,0.0,10273.877399999998,-2590.7716,7683.105799999997
50,1844.5123,4756.2804,3174.3912,0.0,0.0,0.0,-4732.77,-19744.967,2075.2461,23020.1079,-2836.3051,124.6033,0.0,10392.800899999998,-2711.7018,7681.0990999999985
51,1830.8198,4771.1141,3215.5451,0.0,0.0,0.0,-4764.4715,-19838.9511,2075.9596,23025.6468,-2732.7749,124.0805,0.0,10315.6628,-2608.6944,7706.9684
52,1773.2125,4749.102,3206.1335,0.0,0.0,0.0,-4725.0131,-19856.6164,2092.0582,22986.4156,-2701.7243,123.9852,0.0,10225.292300000001,-2577.7391,7647.553200000001
53,1800.6573,4635.9267,3232.6804,0.0,0.0,0.0,-4742.2245,-19972.5799,2091.9446,23081.6339,-2653.9823,122.8406,0.0,10128.038499999999,-2531.1417,7596.896799999999
54,1784.5534,4753.062,3215.7617,0.0,0.0,0.0,-4735.5405,-19901.966,2108.6503,22992.5947,-2684.9743,122.8714,0.0,10217.1156,-2562.1029,7655.012699999999
55,1830.442,4831.9852,3244.0081,0.0,0.0,0.0,-4770.2479,-19951.0651,2030.1419,22975.8346,-2625.5372,123.9648,0.0,10191.0988,-2501.5724,7689.526399999999
56,1767.2817,4751.0392,3289.3914,0.0,0.0,0.0,-4747.3632,-19953.2362,2074.7635,22967.2266,-2639.0721,123.0334,0.0,10149.103000000003,-2516.0387,7633.064300000004
57,1832.4415,4861.2246,3228.4734,0.0,0.0,0.0,-4734.8487,-19934.2969,2071.7841,22939.3791,-2662.8747,124.5104,0.0,10264.157099999997,-2538.3642999999997,7725.7927999999965
58,1847.0912,4825.2219,3272.1723,0.0,0.0,0.0,-4735.0305,-19952.8023,2090.026,23016.1578,-2670.8522,123.0851,0.0,10362.836400000002,-2547.7671,7815.069300000003
59,1824.1648,4758.641,3243.289,0.0,0.0,0.0,-4728.3285,-19927.2225,2113.1061,23016.5698,-2689.2363,125.5994,0.0,10300.219700000001,-2563.6369,7736.582800000001
60,1868.2205,4786.5321,3278.1059,0.0,0.0,0.0,-4725.4605,-19857.4205,2088.8329,22997.5035,-2750.914,125.6379,0.0,10436.3139,-2625.2761,7811.037799999998
61,1815.5222,4743.3832,3195.7794,0.0,0.0,0.0,-4752.927,-19905.6257,2074.6154,22990.7866,-2662.2285,123.0631,0.0,10161.5341,-2539.1654000000003,7622.368700000001
62,1839.9008,4868.0873,3237.741,0.0,0.0,0.0,-4812.0024,-19847.7513,2053.4836,22899.0866,-2699.9586,123.6862,0.0,10238.545599999998,-2576.2724,7662.273199999998
63,1802.6954,4802.6312,3241.1711,0.0,0.0,0.0,-4733.4633,-19965.1486,2101.8858,22956.3844,-2662.1299,124.323,0.0,10206.155999999999,-2537.8069,7668.349099999999
64,1787.9175,4700.4403,3257.1085,0.0,0.0,0.0,-4699.3306,-20060.2168,2064.0766,23012.5877,-2607.2191,123.9568,0.0,10062.583200000001,-2483.2623,7579.320900000001
65,1791.5497,4765.225,3293.9125,0.0,0.0,0.0,-4767.7433,-19860.1909,2060.8825,22948.4626,-2714.3393,123.5107,0.0,10232.098099999997,-2590.8286000000003,7641.269499999998
66,1799.8123,4864.7038,3213.6398,0.0,0.0,0.0,-4738.6686,-19910.203,2065.9457,22969.4912,-2662.2125,123.8263,0.0,10264.7212,-2538.3862,7726.335
67,1805.9111,4799.5952,3228.763,0.0,0.0,0.0,-4734.9777,-19898.2266,2089.8967,23007.5359,-2726.1881,123.2519,0.0,10298.497599999997,-2602.9361999999996,7695.561399999998
68,1787.8269,4760.1622,3218.7546,0.0,0.0,0.0,-4755.6605,-19900.3015,2095.8725,23031.6972,-2711.2578,125.6106,0.0,10238.351399999996,-2585.6472,7652.7041999999965
69,1793.5368,4816.793,3288.1865,0.0,0.0,0.0,-4715.2182,-19873.6221,2099.3661,23028.8384,-2775.9172,124.124,0.0,10437.8805,-2651.7932,7786.087299999999
70,1795.1888,4746.8381,3205.3732,0.0,0.0,0.0,-4730.4846,-19895.5334,2091.7801,23031.5755,-2710.9035,123.6668,0.0,10244.737699999998,-2587.2367,7657.5009999999975
71,1711.3346,4744.638,3254.573,0.0,0.0,0.0,-4750.8847,-19901.4724,2068.4121,23052.9918,-2693.9393,122.5713,0.0,10179.5924,-2571.368,7608.224399999999
72,1805.8845,4828.4339,3294.7682,0.0,0.0,0.0,-4747.7298,-19991.0607,2083.975,23006.0946,-2634.3932,122.751,0.0,10280.3657,-2511.6422,7768.7235
73,1724.6998,4706.2861,3224.3196,0.0,0.0,0.0,-4738.1798,-19869.8985,2086.217,23075.7376,-2748.0601,123.6274,0.0,10209.181800000002,-2624.4327000000003,7584.749100000002
74,1829.9785,4848.4225,3240.928,0.0,0.0,0.0,-4771.3294,-19855.6438,2089.0695,23045.0639,-2738.2338,123.5511,0.0,10426.489199999998,-2614.6827,7811.806499999998
75,1786.9468,4885.5033,3255.9776,0.0,0.0,0.0,-4701.732,-19908.1655,2081.2396,23033.6444,-2724.3266,123.9253,0.0,10433.414200000003,-2600.4013,7833.012900000002
76,1875.615,4780.3288,3234.306,0.0,0.0,0.0,-4747.453,-19914.4549,2074.8418,23072.6102,-2720.7652,124.2716,0.0,10375.793899999999,-2596.4936,7779.300299999999
77,1894.4225,4839.0864,3224.2361,0.0,0.0,0.0,-4729.2835,-19924.7549,2064.3663,22987.8894,-2711.2479,124.1007,0.0,10355.9623,-2587.1472,7768.815099999999
78,1824.0722,4732.1454,3265.5545,0.0,0.0,0.0,-4722.3542,-19961.1023,2081.0893,23048.0892,-2656.0982,121.8451,0.0,10267.4941,-2534.2531,7733.241
79,1845.2305,4690.4078,3245.3646,0.0,0.0,0.0,-4746.4025,-19962.2402,2040.3309,23012.1802,-2656.428,123.7941,0.0,10124.871299999999,-2532.6339,7592.237399999999
80,1821.6731,4740.3273,3214.4518,0.0,0.0,0.0,-4781.3156,-19930.7426,2075.0307,23083.2277,-2707.6008,122.5597,0.0,10222.652399999997,-2585.0411000000004,7637.611299999997
81,1822.6115,4783.4312,3236.1219,0.0,0.0,0.0,-4735.818,-20028.6316,2104.4756,23001.6658,-2600.4809,122.8517,0.0,10183.856399999999,-2477.6292,7706.227199999998
82,1760.7499,4790.9526,3230.6304,0.0,0.0,0.0,-4718.3918,-19988.604,2063.8229,23053.0927,-2628.7218,121.5168,0.0,10192.252700000001,-2507.205,7685.047700000002
83,1798.9447,4819.0178,3264.3312,0.0,0.0,0.0,-4798.8011,-19955.9943,2078.8736,23007.719,-2639.3497,123.4537,0.0,10214.090900000003,-2515.896,7698.194900000002
84,1862.881,4733.0272,3297.7426,0.0,0.0,0.0,-4720.3083,-19976.6253,2103.112,23059.0973,-2674.5791,121.9421,0.0,10358.926500000005,-2552.6369999999997,7806.289500000005
85,1796.2653,4878.428,3273.4952,0.0,0.0,0.0,-4768.8606,-20045.9318,2117.9252,23015.0619,-2559.8628,119.717,0.0,10266.383200000002,-2440.1458,7826.237400000002
86,1815.0862,4707.7606,3270.2761,0.0,0.0,0.0,-4785.9168,-20056.396,2087.0014,23008.4328,-2554.3819,119.3759,0.0,10046.244299999998,-2435.006,7611.238299999998
87,1766.9994,4735.4449,3188.1798,0.0,0.0,0.0,-4817.1236,-19904.8305,2079.5968,22974.1854,-2663.1196,121.0602,0.0,10022.4522,-2542.0594,7480.3928
88,1777.132,4816.5496,3228.2703,0.0,0.0,0.0,-4774.8754,-19981.6389,2087.8101,23074.3143,-2639.7096,121.9399,0.0,10227.561999999996,-2517.7697000000003,7709.792299999996
89,1815.7781,4786.9378,3250.8475,0.0,0.0,0.0,-4690.4071,-19940.3653,2077.7122,22996.8546,-2696.0699,122.5732,0.0,10297.357799999996,-2573.4967,7723.8610999999955
90,1857.5423,4803.3033,3217.6602,0.0,0.0,0.0,-4739.5123,-19947.5108,2065.2903,23030.0618,-2674.7205,122.5306,0.0,10286.834799999999,-2552.1899,7734.644899999999
91,1807.9786,4867.838,3215.8093,0.0,0.0,0.0,-4803.4656,-19918.9763,2075.4989,23053.9681,-2694.1448,122.4569,0.0,10298.651,-2571.6879,7726.9631
92,1816.0529,4699.2462,3170.3856,0.0,0.0,0.0,-4709.008,-19872.8545,2091.0525,23007.2297,-2720.1221,124.6771,0.0,10202.104399999998,-2595.445,7606.659399999998
93,1781.5847,4839.8307,3255.0226,0.0,0.0,0.0,-4744.5204,-19876.6848,2068.5241,22922.396,-2672.5091,123.0484,0.0,10246.152900000003,-2549.4607,7696.692200000002
94,1811.7723,4753.0295,3243.5601,0.0,0.0,0.0,-4736.0576,-20054.9064,2090.2645,23088.1279,-2598.2101,123.2608,0.0,10195.7903,-2474.9492999999998,7720.841
95,1803.924,4818.6805,3212.1619,0.0,0.0,0.0,-4708.1777,-19954.6621,2078.584,23030.0496,-2675.2701,123.9785,0.0,10280.560199999996,-2551.2916,7729.268599999997
96,1773.7596,4835.048,3246.4738,0.0,0.0,0.0,-4776.1406,-19926.6576,2116.9504,22972.7851,-2671.9966,122.8894,0.0,10242.218700000003,-2549.1072,7693.111500000003
97,1873.3876,4840.8452,3195.4622,0.0,0.0,0.0,-4729.9419,-19856.6345,2075.3899,22983.8462,-2725.4196,124.3647,0.0,10382.3547,-2601.0549,7781.2998
98,1819.9668,4774.4335,3205.0151,0.0,0.0,0.0,-4782.8683,-19906.2527,2080.0176,22925.0248,-2668.7685,124.4901,0.0,10115.336799999997,-2544.2784,7571.058399999997
99,1814.1962,4799.4597,3239.5662,0.0,0.0,0.0,-4726.7906,-19862.7833,2075.7382,22981.9749,-2719.6968,123.7321,0.0,10321.361300000002,-2595.9647,7725.396600000003
100,1737.5131,4863.1906,3249.0874,0.0,0.0,0.0,-4775.1734,-19911.9258,2083.7026,22949.0574,-2634.3394,123.0081,0.0,10195.451900000002,-2511.3313,7684.120600000002
101,1806.0963,4768.2996,3225.2294,0.0,0.0,0.0,-4742.1682,-19907.1755,2094.1837,22893.5866,-2657.0797,123.578,0.0,10138.051899999997,-2533.5017,7604.550199999997
102,1786.5434,4790.7024,3225.3196,0.0,0.0,0.0,-4743.8232,-19926.3062,2096.2199,22972.7628,-2607.5398,123.537,0.0,10201.418700000002,-2484.0028,7717.415900000002
103,1741.6415,4827.1296,3224.0384,0.0,0.0,0.0,-4747.7333,-19903.6147,2088.2611,22982.9056,-2667.7073,123.965,0.0,10212.6282,-2543.7423,7668.885899999999
104,1714.0334,4756.0562,3177.2508,0.0,0.0,0.0,-4755.7143,-19877.4924,2063.4676,22961.164,-2669.3905,122.4979,0.0,10038.765300000003,-2546.8926,7491.8727000000035
105,1870.8166,4777.7823,3197.6017,0.0,0.0,0.0,-4743.8411,-19885.768,2079.9967,22828.3839,-2637.7583,122.5428,0.0,10124.9721,-2515.2155,7609.7566000000015
106,1818.4255,4708.0647,3193.9512,0.0,0.0,0.0,-4714.4128,-19962.5652,2070.9105,22996.076,-2631.3703,122.5696,0.0,10110.4499,-2508.8007000000002,7601.649199999999
107,1770.1404,4728.9932,3201.4057,0.0,0.0,0.0,-4814.9566,-19841.2002,2100.0786,22930.7723,-2696.2954,121.756,0.0,10075.233400000001,-2574.5394,7500.694000000001
108,1856.9419,4672.7972,3269.7875,0.0,0.0,0.0,-4743.7969,-19882.4872,2085.2749,22924.0319,-2667.5134,123.0403,0.0,10182.549300000002,-2544.4730999999997,7638.076200000002
109,1789.1059,4839.2136,3192.1694,0.0,0.0,0.0,-4763.9217,-19979.7575,2058.701,22961.5141,-2602.7171,123.0788,0.0,10097.024800000003,-2479.6382999999996,7617.386500000003
110,1857.2033,4758.7551,3269.1741,0.0,0.0,0.0,-4781.9246,-19918.6934,2081.9934,22910.0937,-2616.7818,121.2287,0.0,10176.6016,-2495.5531,7681.048499999999
111,1800.7384,4809.8098,3221.4733,0.0,0.0,0.0,-4757.1469,-19826.5026,2083.2377,22940.9283,-2714.0692,122.8836,0.0,10272.538,-2591.1856,7681.352400000001
112,1873.0388,4798.8695,3204.8721,0.0,0.0,0.0,-4744.0107,-19925.1878,2099.2526,22977.2847,-2635.5177,122.4439,0.0,10284.119200000001,-2513.0737999999997,7771.045400000001
113,1766.3,4830.0496,3236.6411,0.0,0.0,0.0,-4780.985,-19911.0339,2080.7408,23022.5685,-2675.5091,123.3705,0.0,10244.281100000004,-2552.1386,7692.142500000004
114,1769.6183,4767.7429,3226.5756,0.0,0.0,0.0,-4721.9547,-19856.1388,2070.05,22912.5155,-2707.818,123.9451,0.0,10168.408800000001,-2583.8729000000003,7584.535900000001
115,1839.7664,4702.3462,3165.4524,0.0,0.0,0.0,-4756.3227,-19846.5645,2062.0422,22938.1951,-2694.2539,124.349,0.0,10104.915100000002,-2569.9049,7535.010200000002
116,1793.6149,4814.3158,3217.0014,0.0,0.0,0.0,-4762.7476,-19936.7889,2075.1328,23019.8408,-2647.4971,122.3802,0.0,10220.369200000005,-2525.1169,7695.252300000004
117,1777.5831,4813.378,3207.5316,0.0,0.0,0.0,-4787.8337,-19853.6115,2081.3301,22849.3227,-2632.8329,121.5541,0.0,10087.7003,-2511.2788,7576.421500000001
118,1801.8423,4768.287,3262.3161,0.0,0.0,0.0,-4743.1427,-19875.6161,2124.0999,22954.1869,-2680.6412,123.0593,0.0,10291.973400000003,-2557.5819,7734.391500000002
119,1881.2001,4824.1893,3219.8387,0.0,0.0,0.0,-4734.7893,-19917.8848,2053.0595,22976.3143,-2667.5511,123.3036,0.0,10301.927799999998,-2544.2475,7757.680299999997
120,1827.1875,4741.3058,3255.9577,0.0,0.0,0.0,-4757.7232,-20021.151,2067.4053,23094.5905,-2604.2925,121.6346,0.0,10207.572599999998,-2482.6579,7724.914699999998
121,1798.8759,4745.8248,3250.3361,0.0,0.0,0.0,-4773.2965,-20063.0952,2081.4759,23110.3106,-2590.4316,119.8282,0.0,10150.4316,-2470.6034,7679.8282
122,1822.7139,4725.057,3252.0762,0.0,0.0,0.0,-4731.9505,-19925.5989,2097.4358,23097.3834,-2704.3422,123.3256,0.0,10337.116899999997,-2581.0166,7756.100299999997
123,1798.7917,4670.3001,3275.8458,0.0,0.0,0.0,-4777.202,-19972.213,2075.6348,23020.6516,-2616.3735,121.191,0.0,10091.809000000001,-2495.1825000000003,7596.626500000001
124,1809.8806,4725.0054,3183.1224,0.0,0.0,0.0,-4750.6139,-19978.4552,2093.0083,23028.5009,-2630.5509,124.3478,0.0,10110.448499999999,-2506.2031,7604.245399999998
125,1768.3034,4822.0683,3216.2957,0.0,0.0,0.0,-4759.6914,-19939.6579,2091.2234,23075.6598,-2687.6636,123.5958,0.0,10274.201300000004,-2564.0678,7710.1335000000045
126,1828.194,4790.0837,3222.3943,0.0,0.0,0.0,-4730.3051,-19911.7577,2081.4347,23126.8631,-2716.1123,124.5466,0.0,10406.907000000001,-2591.5656999999997,7815.341300000001
127,1789.8672,4780.5833,3194.4586,0.0,0.0,0.0,-4709.1299,-19807.0991,2088.6101,22985.3935,-2760.8457,125.7873,0.0,10322.6837,-2635.0584,7687.6253
128,1767.4571,4812.7018,3218.6412,0.0,0.0,0.0,-4808.6981,-19870.0911,2094.2706,22950.5932,-2669.8585,123.0499,0.0,10164.874699999998,-2546.8086,7618.066099999998
129,1801.3638,4776.3658,3291.398,0.0,0.0,0.0,-4786.7199,-19822.8215,2092.6075,22954.0575,-2746.2274,123.8051,0.0,10306.2512,-2622.4223,7683.8289
130,1754.536,4825.9722,3241.2094,0.0,0.0,0.0,-4747.9357,-19869.4919,2099.9231,22965.4897,-2713.4899,122.0001,0.0,10269.702799999997,-2591.4898,7678.212999999997
131,1824.3618,4696.219,3244.5372,0.0,0.0,0.0,-4796.6964,-19938.4451,2097.5579,23064.4706,-2673.7036,122.1373,0.0,10192.005000000001,-2551.5663,7640.4387000000015
132,1778.2215,4803.7143,3303.9605,0.0,0.0,0.0,-4765.0838,-19903.8304,2080.48,22936.6856,-2678.3685,123.1597,0.0,10234.147700000001,-2555.2088,7678.938900000001
133,1817.3166,4781.0909,3238.0168,0.0,0.0,0.0,-4761.6397,-19945.2299,2075.2466,22930.436,-2609.0353,122.547,0.0,10135.237300000004,-2486.4883,7648.749000000004
134,1816.9515,4784.7294,3233.1424,0.0,0.0,0.0,-4777.842,-19919.2339,2077.3948,22942.8196,-2628.9157,121.3046,0.0,10157.9618,-2507.6111,7650.3507
135,1761.2451,4745.8904,3217.8737,0.0,0.0,0.0,-4766.7056,-19983.3515,2064.9468,22990.639,-2606.6468,121.2739,0.0,10030.537899999998,-2485.3729,7545.164999999997
136,1806.2708,4816.6783,3261.9727,0.0,0.0,0.0,-4793.3251,-19935.6649,2072.503,22906.7224,-2588.4185,121.7405,0.0,10135.1572,-2466.6780000000003,7668.4792
137,1759.1406,4866.198,3284.1105,0.0,0.0,0.0,-4760.9692,-20056.2007,2083.652,22994.3967,-2530.2165,121.6495,0.0,10170.3279,-2408.567,7761.7609
138,1810.2945,4817.262,3203.0963,0.0,0.0,0.0,-4744.7457,-19966.151,2046.627,22883.7741,-2574.9127,122.3529,0.0,10050.157199999998,-2452.5598,7597.597399999998
139,1848.9024,4786.3589,3220.6941,0.0,0.0,0.0,-4754.836,-19983.6978,2096.2632,23014.2162,-2640.0255,123.2397,0.0,10227.900999999996,-2516.7858,7711.115199999997
140,1758.1307,4807.3123,3213.0669,0.0,0.0,0.0,-4744.4026,-19985.9074,2099.0875,23032.4714,-2609.9678,123.9092,0.0,10179.758799999998,-2486.0586,7693.7001999999975
141,1811.4253,4830.7355,3236.7711,0.0,0.0,0.0,-4745.6663,-19931.0688,2057.2233,23035.2281,-2716.2,125.7468,0.0,10294.648199999998,-2590.4532,7704.194999999998
142,1783.8169,4794.6744,3224.2077,0.0,0.0,0.0,-4723.3938,-20010.5147,2110.9498,23028.2361,-2643.2611,125.2557,0.0,10207.9764,-2518.0054,7689.971
143,1859.3763,4722.028,3236.3196,0.0,0.0,0.0,-4769.2733,-19939.9172,2074.2977,23069.4589,-2715.1947,127.6245,0.0,10252.29,-2587.5702,7664.719800000001
144,1791.6989,4795.9501,3169.7029,0.0,0.0,0.0,-4763.0422,-19984.448,2097.3277,22985.2121,-2612.1746,124.0064,0.0,10092.401500000002,-2488.1681999999996,7604.233300000002
145,1798.353,4758.6684,3252.3739,0.0,0.0,0.0,-4690.1785,-19989.0068,2105.967,23012.3836,-2657.7787,124.6466,0.0,10248.560600000003,-2533.1321,7715.428500000003
146,1730.9364,4781.0483,3249.5351,0.0,0.0,0.0,-4695.8838,-20132.4779,2086.1012,23097.7127,-2560.2546,122.5402,0.0,10116.972000000002,-2437.7144000000003,7679.257600000002
147,1762.5402,4764.5875,3264.2477,0.0,0.0,0.0,-4780.7336,-19913.3956,2069.6996,23057.6743,-2684.8353,122.2928,0.0,10224.620099999998,-2562.5425,7662.077599999998
148,1821.1358,4792.6061,3273.7531,0.0,0.0,0.0,-4789.7634,-19982.6463,2073.1418,23122.3486,-2651.0653,121.9357,0.0,10310.5757,-2529.1296,7781.446099999999
149,1791.6844,4731.1841,3250.5958,0.0,0.0,0.0,-4749.2274,-19983.5496,2122.5121,23137.8997,-2661.2124,121.9175,0.0,10301.099100000003,-2539.2949,7761.804200000002
150,1859.642,4854.3648,3221.2862,0.0,0.0,0.0,-4825.6598,-19853.9607,2064.1516,22954.3215,-2686.7798,123.3291,0.0,10274.1456,-2563.4507,7710.6948999999995
151,1773.0959,4862.5157,3224.8912,0.0,0.0,0.0,-4787.6968,-19907.04,2069.8917,22933.6632,-2668.8908,123.6349,0.0,10169.320899999999,-2545.2559,7624.064999999999
152,1816.2072,4820.7008,3256.7368,0.0,0.0,0.0,-4751.62,-19987.339,2113.9282,23092.4148,-2660.3746,122.4501,0.0,10361.028799999998,-2537.9245,7823.104299999998
153,1790.1739,4728.5539,3258.4102,0.0,0.0,0.0,-4766.4483,-19983.8322,2079.1894,23092.3634,-2663.7639,123.997,0.0,10198.410299999996,-2539.7669,7658.643399999996
154,1797.0554,4801.6919,3273.7336,0.0,0.0,0.0,-4726.4978,-20019.3197,2061.3377,23020.8785,-2630.9438,123.5458,0.0,10208.8796,-2507.398,7701.4816
155,1786.4802,4740.9467,3207.014,0.0,0.0,0.0,-4758.7139,-19926.0067,2089.5299,22969.1955,-2620.5525,122.1618,0.0,10108.445700000002,-2498.3907,7610.055000000002
156,1773.9762,4897.1186,3265.8755,0.0,0.0,0.0,-4760.9158,-19942.7809,2089.2213,22863.8773,-2627.5156,122.6276,0.0,10186.372200000002,-2504.8880000000004,7681.484200000001
157,1823.0102,4766.4542,3267.0791,0.0,0.0,0.0,-4784.6174,-19877.0606,2076.2943,22869.7399,-2674.6988,121.4023,0.0,10140.8997,-2553.2965,7587.6032
158,1824.0525,4742.5139,3230.0956,0.0,0.0,0.0,-4779.7636,-20041.1141,2063.1852,22951.6673,-2540.2787,121.7399,0.0,9990.636800000002,-2418.5388,7572.098000000002
159,1806.0105,4788.8853,3254.3636,0.0,0.0,0.0,-4759.4341,-20018.9502,2074.7845,23070.8721,-2597.2394,121.5366,0.0,10216.531700000001,-2475.7028,7740.828900000001
160,1842.2041,4830.3858,3228.0877,0.0,0.0,0.0,-4745.0206,-19948.4085,2070.1815,22900.7006,-2626.945,123.1927,0.0,10178.130599999999,-2503.7523,7674.3782999999985
161,1797.5214,4777.4,3263.3488,0.0,0.0,0.0,-4754.1679,-19930.6092,2095.5596,22969.1413,-2665.8583,125.0426,0.0,10218.194,-2540.8157,7677.378299999999
162,1839.2472,4846.4616,3239.9127,0.0,0.0,0.0,-4780.222,-20024.2943,2082.4131,22925.8208,-2549.3207,123.9027,0.0,10129.3391,-2425.418,7703.921099999999
163,1797.2493,4771.3165,3203.1916,0.0,0.0,0.0,-4710.7754,-20020.2338,2117.7416,22971.3486,-2608.6223,124.6627,0.0,10129.838399999999,-2483.9596,7645.878799999999
164,1794.0413,4837.3956,3237.5264,0.0,0.0,0.0,-4778.2482,-20061.6466,2096.9947,23064.8854,-2585.7166,121.859,0.0,10190.9486,-2463.8576000000003,7727.091
165,1795.9484,4749.5253,3226.585,0.0,0.0,0.0,-4770.3456,-19901.908,2085.6212,22963.9366,-2661.0267,122.8206,0.0,10149.362900000002,-2538.2061,7611.156800000002
166,1841.7415,4761.8633,3297.0285,0.0,0.0,0.0,-4739.3862,-19883.8927,2073.8794,22926.94,-2704.2485,122.6196,0.0,10278.173799999999,-2581.6289,7696.544899999999
167,1770.4105,4782.7176,3221.1655,0.0,0.0,0.0,-4755.8325,-19868.2296,2089.0549,22974.102,-2698.8613,122.9259,0.0,10213.3884,-2575.9354,7637.4529999999995
168,1803.0318,4829.4245,3207.6809,0.0,0.0,0.0,-4769.1836,-19889.7089,2063.4477,22943.9012,-2657.4069,121.9139,0.0,10188.593599999998,-2535.493,7653.100599999998
169,1782.7796,4789.2665,3277.0373,0.0,0.0,0.0,-4825.724,-19886.0044,2124.2274,22942.6185,-2647.3201,119.9741,0.0,10204.200899999998,-2527.346,7676.854899999998
170,1818.0214,4737.9136,3260.0245,0.0,0.0,0.0,-4767.1428,-19899.3452,2097.6884,22956.6814,-2675.8773,122.0895,0.0,10203.8413,-2553.7878,7650.0535
171,1776.4549,4767.5033,3205.6047,0.0,0.0,0.0,-4774.9405,-19874.1383,2076.3674,22870.7194,-2664.0051,119.1628,0.0,10047.570900000002,-2544.8423,7502.728600000002
172,1731.8873,4745.0151,3234.6527,0.0,0.0,0.0,-4734.2228,-19913.4883,2082.1401,22939.9023,-2663.2469,121.8109,0.0,10085.886400000001,-2541.436,7544.4504000000015
173,1764.484,4807.8214,3248.125,0.0,0.0,0.0,-4792.738,-19857.3562,2091.7216,22909.7829,-2687.6821,120.3349,0.0,10171.8407,-2567.3472,7604.4935000000005
174,1791.1621,4777.5528,3184.3624,0.0,0.0,0.0,-4740.4359,-19888.4811,2111.8875,22966.1807,-2684.5498,121.0587,0.0,10202.228500000001,-2563.4910999999997,7638.737400000001
175,1819.2138,4689.9084,3227.7826,0.0,0.0,0.0,-4755.1754,-19970.17,2088.4277,22962.3895,-2617.562,121.4536,0.0,10062.376600000003,-2496.1084,7566.268200000003
176,1831.9927,4831.0965,3240.4841,0.0,0.0,0.0,-4749.4058,-19890.5425,2083.9623,22916.5256,-2673.3772,122.5799,0.0,10264.1129,-2550.7972999999997,7713.3156
